index,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,Staurosporine,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),Mirin,PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,PRIMA-1MET,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,YK-4-279,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,AZD5438,IAP_5620,AZD2014,AZD1208,AZD1332,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,Picolinici-acid,AZD5153,CDK9_5576,CDK9_5038,Eg5_9814,ERK_2440,ERK_6604,IRAK4_4710,JAK1_8709,AZD5991,PAK_5339,TAF1_5496,ULK1_4989,VSP34_8731,Selumetinib,IGF1R_3801,JAK_8517,AZD4547,Ibrutinib,Zoledronate,Acetalax,Carmustine,Topotecan,Teniposide,Mitoxantrone,Dactinomycin,Fludarabine,Nelarabine,Vincristine,Podophyllotoxin bromide,Dihydrorotenone,Gallibiscoquinazole,Elephantin,Sinularin,Sabutoclax,LY2109761,OF-1,MN-64,KRAS (G12C) Inhibitor-12,MG-132,BDP-00009066,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GNE-317,GSK2578215A,I-BRD9,Telomerase Inhibitor IX,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,BPD-00008900,Foretinib,BIBR-1532,Pyridostatin,AMG-319,MK-8776,Vinorelbine,VX-11e,LJI308,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
X-1199,0.7240368,0.66861296,0.79469824,0.7298311,0.6116185,0.778213,0.6609198,0.6604935,0.7998252,0.8318001,0.71481436,0.6371424,0.81662476,0.7767866,0.6798807,0.5417335,0.8044341,0.68878585,0.7406807,0.7260792,0.7860192,0.70573735,0.8296689,0.7146479,0.73348534,0.71193016,0.7332113,0.76675546,0.6956845,0.6579956,0.7431001,0.7528935,0.6762208,0.7579345,0.73381746,0.7850816,0.8144003,0.7621486,0.7249973,0.6993893,0.7396652,0.7752059,0.6657257,0.78694254,0.701122,0.7360818,0.7507016,0.7894208,0.7739859,0.6206943,0.559035,0.65733355,0.6906294,0.70406127,0.61685807,0.7658792,0.80633026,0.82253593,0.6963173,0.62254,0.7676102,0.6839579,0.77143294,0.8384063,0.5999206,0.7700306,0.7955639,0.7057431,0.8102054,0.66353166,0.84105784,0.77724296,0.808358,0.7741793,0.6955825,0.8195608,0.6463475,0.7348447,0.75025725,0.8172337,0.73492205,0.6495334,0.78027344,0.675984,0.830119,0.6724342,0.81935316,0.70881754,0.7132088,0.8172852,0.79703903,0.78344613,0.76343846,0.81027114,0.7018354,0.7674456,0.83327883,0.80119115,0.7797827,0.7375461,0.79210305,0.6925247,0.82598686,0.7820726,0.7696064,0.740573,0.77563363,0.81688833,0.82634676,0.6742926,0.5730746,0.54694194,0.6625162,0.6989316,0.70801306,0.7959892,0.7746661,0.7315239,0.6398801,0.7495495,0.6747698,0.6296304,0.70827395,0.6726548,0.73714036,0.78972673,0.76948106,0.8180049,0.6904329,0.8293894,0.69796145,0.71082824,0.70788324,0.5971447,0.7712653,0.823787,0.59757227,0.67823184,0.72772706,0.8310077,0.73857176,0.8079894,0.5837215,0.84961724,0.78003365,0.8025712,0.76722145,0.56002676,0.70541346,0.6728668,0.7432633,0.8000897,0.6962086,0.72866774,0.8179512,0.8076079,0.7422978,0.7160675,0.7350458,0.75606084,0.70048845,0.75914484,0.82991755,0.58050793,0.80182475,0.8101689,0.6430816,0.84487325,0.7198641,0.811645,0.8036919,0.7338276,0.76559377,0.37552226,0.79384285,0.7759486,0.81916267,0.6293281,0.8229839,0.75183177,0.82104033,0.76730776,0.6652684,0.65999216,0.8371903,0.7218225,0.8328192,0.7781593,0.6873032,0.7722784,0.5202417,0.7154396,0.78990084,0.5849319,0.6952408,0.5651389,0.82353216,0.6747445,0.76738745,0.7009071
X-1210,0.7782412,0.63933384,0.8181975,0.7563977,0.6115558,0.8552374,0.66149324,0.6798272,0.84281105,0.8733642,0.7583634,0.654353,0.8708648,0.8440264,0.6972776,0.4330081,0.8490567,0.76478773,0.8114062,0.7300387,0.8448083,0.74922913,0.88833266,0.7805474,0.7594833,0.74506205,0.7614486,0.8251206,0.7618725,0.68242645,0.7809061,0.83076376,0.71332705,0.8077374,0.7985597,0.8215294,0.8616822,0.821036,0.7495051,0.4564394,0.78369814,0.81693405,0.7401605,0.86692846,0.7684293,0.8136077,0.8054303,0.8370793,0.84092844,0.6124814,0.5055511,0.6656982,0.7242931,0.7682272,0.74907947,0.8291549,0.87528044,0.88546365,0.72176003,0.5967327,0.81406856,0.73644036,0.79035455,0.8685987,0.72390664,0.8543127,0.8819275,0.7406624,0.84386176,0.73362505,0.87759703,0.8209779,0.877907,0.832392,0.7199805,0.88786054,0.65175354,0.8125902,0.7613206,0.87162155,0.7634013,0.6614511,0.8263014,0.71980697,0.88862,0.7715287,0.8809912,0.7727133,0.7474257,0.8588936,0.8487341,0.83684945,0.8363539,0.8798638,0.73133105,0.8355498,0.9012333,0.8469155,0.85290223,0.7881565,0.8640466,0.7338144,0.8884586,0.8466249,0.83388305,0.8040706,0.8422443,0.86295646,0.87245154,0.6870175,0.5254268,0.48764268,0.65428925,0.7720141,0.7790918,0.8580315,0.8421584,0.7301987,0.6663691,0.800235,0.6495591,0.65237516,0.80867064,0.72030944,0.79369795,0.85689956,0.82184607,0.8716605,0.7256478,0.88122743,0.7269391,0.71508735,0.74589956,0.5577635,0.8303683,0.8745033,0.5160733,0.71199656,0.7538977,0.87233114,0.77510893,0.8611948,0.5127522,0.89218503,0.84577745,0.8630173,0.82514733,0.5364996,0.7775734,0.6993869,0.7877539,0.8346193,0.6945931,0.73200345,0.8775917,0.863408,0.7597901,0.73842263,0.7915898,0.81549734,0.742697,0.7931668,0.88872206,0.6176747,0.8866586,0.8606105,0.6202089,0.89286095,0.7556166,0.8615396,0.86566436,0.7875522,0.8397749,0.31887257,0.8485182,0.79815555,0.8653423,0.67107123,0.87220496,0.8129446,0.87498724,0.8242029,0.6630371,0.76435995,0.88832015,0.7793053,0.87064695,0.83074933,0.76286024,0.8188368,0.6754254,0.7218707,0.85716766,0.54483366,0.63756007,0.5613349,0.8825758,0.66878915,0.80756974,0.7504934
X-1234,0.8516728,0.73220575,0.9026329,0.8395261,0.6088003,0.91222453,0.7257792,0.7452791,0.9151007,0.9231202,0.81645375,0.71742773,0.9255432,0.90494215,0.7779267,0.43484268,0.9203267,0.8256151,0.90719014,0.8084987,0.91990995,0.8327018,0.94744134,0.8303822,0.8514389,0.83596003,0.8406103,0.8888548,0.8142631,0.7452389,0.7997403,0.86412275,0.76658094,0.87853426,0.8689177,0.89346284,0.91624063,0.89886075,0.8372479,0.5861708,0.8738764,0.8874918,0.7869527,0.920953,0.8418203,0.86427027,0.883509,0.8933748,0.9055266,0.64920837,0.53362066,0.73560196,0.8049545,0.8168608,0.7549668,0.9083774,0.9347333,0.93622786,0.7900592,0.6733928,0.8758446,0.8219811,0.864788,0.9390472,0.7186502,0.90508795,0.9290922,0.81160486,0.91306335,0.76255745,0.9422792,0.88764817,0.92892706,0.9067837,0.79308164,0.9482143,0.72381264,0.8677046,0.8298692,0.9311065,0.8326732,0.71296877,0.9101514,0.7808402,0.9518074,0.78020376,0.9332683,0.8422991,0.8185122,0.9349025,0.9103846,0.8920488,0.8983762,0.93452805,0.7734323,0.89806503,0.94596595,0.9170859,0.9072461,0.85481143,0.9257967,0.8001352,0.93815553,0.9009786,0.9041699,0.8740419,0.8978136,0.9208892,0.9309482,0.75478774,0.5372612,0.5311722,0.73295945,0.8200627,0.8263424,0.92504346,0.9074791,0.78551984,0.71742713,0.8956278,0.7225342,0.6659819,0.8409067,0.76135087,0.8537385,0.91160613,0.875649,0.9392771,0.78876936,0.9400417,0.7847419,0.78516304,0.78979087,0.60010374,0.8923893,0.9408057,0.54580474,0.77856094,0.82852507,0.9379629,0.8624227,0.92842776,0.55269355,0.9410685,0.901582,0.9325151,0.8986418,0.50445956,0.83497894,0.7351574,0.8053976,0.8908579,0.76652616,0.8111377,0.92527354,0.92400193,0.84469277,0.8042974,0.86073583,0.8953185,0.80727106,0.8477784,0.93811685,0.6520366,0.93694794,0.91426575,0.7003787,0.9479269,0.846092,0.92135096,0.92442,0.8702526,0.8861131,0.2811634,0.918061,0.8778414,0.9212749,0.67798805,0.93416387,0.8943422,0.919844,0.8890613,0.73322606,0.8102586,0.9342848,0.8426743,0.9364378,0.8958621,0.8575277,0.89610755,0.6773052,0.85832053,0.90939224,0.54212195,0.6702134,0.5662445,0.9406223,0.70313215,0.88810354,0.8024161
X-1256,0.7276541,0.62216437,0.81286013,0.7285385,0.5417121,0.8069981,0.6437011,0.6591043,0.81122434,0.8471015,0.6952514,0.63267946,0.83018494,0.800289,0.6703819,0.4539998,0.82753855,0.70444703,0.7861614,0.71674234,0.8163334,0.72549486,0.84885246,0.72970724,0.73361146,0.69704705,0.7493381,0.7854767,0.7235019,0.6725069,0.7369026,0.7504716,0.6607013,0.7739884,0.7485028,0.79604614,0.8189937,0.8017968,0.73781914,0.50152785,0.75518954,0.7833168,0.6771799,0.82730126,0.7124203,0.7503932,0.7935722,0.79640275,0.811055,0.5722501,0.5071634,0.62115645,0.7175549,0.6959946,0.7364474,0.80097467,0.8399821,0.8481891,0.69417167,0.60458547,0.7776107,0.7303069,0.78898764,0.83385223,0.58527243,0.79774666,0.8349302,0.7033766,0.8422213,0.6891051,0.84812415,0.7775299,0.84359914,0.8034835,0.6751256,0.86207306,0.64164793,0.77568674,0.75137675,0.8502732,0.73853666,0.64453125,0.7973478,0.6685782,0.8573118,0.64507973,0.8413069,0.7755351,0.7168877,0.86346936,0.80952805,0.8038382,0.7937364,0.8324231,0.71945053,0.77849656,0.8675993,0.807226,0.8035214,0.7623031,0.83491397,0.69876313,0.854617,0.8042993,0.8063373,0.7685231,0.77699435,0.8408584,0.8506233,0.64766103,0.49928302,0.50142276,0.6329885,0.69932234,0.71659845,0.8291681,0.8198793,0.7179579,0.6442286,0.7775617,0.6715386,0.6256633,0.7188991,0.6705196,0.7640331,0.8103531,0.75777346,0.8551205,0.7117914,0.85596323,0.6972724,0.7010912,0.71441835,0.5594077,0.7885743,0.84907943,0.49459624,0.70345706,0.7487284,0.86806524,0.7556989,0.817362,0.53490293,0.86273813,0.8019674,0.8311334,0.8077286,0.49901903,0.7224889,0.64387727,0.72084135,0.7925264,0.685838,0.7190881,0.8360433,0.8221796,0.76047057,0.6987471,0.7546444,0.7991925,0.721802,0.75269926,0.8532293,0.5864079,0.8508592,0.8119643,0.59895533,0.8639488,0.74740756,0.83821034,0.838834,0.7627835,0.79384065,0.35594803,0.8298795,0.77388525,0.8424097,0.6140264,0.83828944,0.78781474,0.82465243,0.7890979,0.6412021,0.6896525,0.84645915,0.7386546,0.84165496,0.8027127,0.73356086,0.80615366,0.6257574,0.739266,0.80353963,0.5153309,0.61530894,0.52666503,0.8555774,0.5881259,0.7596212,0.72858477
X-1270,0.80971414,0.7284808,0.86317307,0.7985828,0.67302346,0.85688573,0.66226625,0.6988442,0.8651033,0.87392676,0.7868437,0.7048959,0.88413656,0.8660742,0.7134966,0.4981992,0.8756018,0.78029686,0.86397606,0.76993483,0.8664497,0.7626412,0.9137021,0.7891208,0.8043155,0.78973126,0.788218,0.8507794,0.7632495,0.71832156,0.75727403,0.82476294,0.7331418,0.8444614,0.8104352,0.84519076,0.87930924,0.8455065,0.7751828,0.65140426,0.8272021,0.8500435,0.7490204,0.8775708,0.807603,0.82694703,0.82444155,0.85601425,0.8574819,0.6591754,0.5649741,0.72017896,0.75188416,0.78553724,0.69922006,0.8464018,0.8894702,0.89948875,0.7632065,0.66444916,0.8346615,0.7881395,0.83143634,0.89749056,0.6758823,0.85958314,0.87616456,0.7503935,0.8603028,0.7271222,0.90242666,0.8420135,0.88866687,0.85711586,0.7626569,0.9021103,0.6920713,0.8207931,0.79627436,0.8836133,0.79424614,0.7138761,0.8518791,0.7398066,0.9151535,0.7434279,0.8892266,0.80752504,0.7715343,0.8827036,0.8733226,0.85998666,0.851201,0.88142127,0.729942,0.85864365,0.9032943,0.87238395,0.86667234,0.79977506,0.868836,0.75410825,0.8992386,0.8565278,0.8541905,0.8256348,0.8533502,0.88288546,0.88410735,0.73471236,0.573942,0.5438125,0.70242447,0.77520025,0.7758435,0.8762521,0.8591878,0.7648976,0.69575745,0.83196425,0.70546633,0.65552443,0.79784507,0.716472,0.8167943,0.87659866,0.8393277,0.89680994,0.739732,0.902574,0.75222695,0.74861443,0.769995,0.6264828,0.84333646,0.8935994,0.5811869,0.7406395,0.7807283,0.89332044,0.819071,0.8768619,0.5855346,0.89911914,0.8493339,0.8966219,0.84407026,0.54958177,0.79166085,0.7259492,0.7864502,0.8415394,0.71480405,0.7773754,0.8780464,0.8725882,0.79979354,0.7661582,0.813078,0.83125895,0.75035715,0.81363493,0.8995572,0.66509473,0.89229184,0.8644463,0.6764448,0.91239226,0.80043983,0.8846215,0.87485945,0.80395967,0.8456353,0.34328675,0.8639823,0.82847124,0.8805305,0.665586,0.89596003,0.848535,0.8918245,0.8446312,0.726781,0.7492507,0.89887434,0.80907446,0.90489745,0.85401946,0.79446363,0.84922117,0.66051245,0.764547,0.86422384,0.5938719,0.70562035,0.5937796,0.8965673,0.7274875,0.8284584,0.7538105
X-1289,0.7469951,0.67119676,0.82420915,0.7655441,0.62200266,0.80539215,0.66848844,0.67741203,0.82445407,0.85916567,0.74762636,0.6435403,0.84795105,0.8103215,0.6753777,0.50541085,0.832028,0.72734916,0.79555845,0.73571885,0.828086,0.7380031,0.8647573,0.746342,0.763973,0.73573667,0.7555213,0.79309076,0.72883624,0.66239077,0.74799675,0.7657207,0.6948149,0.7844385,0.74790365,0.80234826,0.8323985,0.80442154,0.750355,0.6905984,0.77328324,0.8055327,0.68974787,0.822024,0.7292962,0.7709266,0.78678024,0.798194,0.8045131,0.61949545,0.5526466,0.67139494,0.7217586,0.73178893,0.6671668,0.80324364,0.8564229,0.8541361,0.72275454,0.6311701,0.7888834,0.7232888,0.79973924,0.8513056,0.61422235,0.80686235,0.83330375,0.73212683,0.839185,0.6883594,0.8620308,0.789712,0.83799535,0.799276,0.70612764,0.8552792,0.6673355,0.7482779,0.7614714,0.8496619,0.7546402,0.6530491,0.80186427,0.6818532,0.86557144,0.695701,0.84906995,0.7545671,0.7429633,0.85267377,0.8184288,0.8123596,0.7975921,0.8362351,0.72914064,0.7939811,0.8653237,0.83850133,0.822686,0.77249277,0.8239505,0.72404695,0.8572551,0.79495543,0.80642486,0.7692418,0.8052903,0.84614664,0.8504431,0.6896141,0.57080317,0.56581694,0.68708014,0.70820284,0.71836036,0.8364407,0.80694795,0.7511043,0.6731446,0.7902019,0.67352736,0.6405816,0.73576933,0.68540597,0.7713092,0.81001604,0.7908211,0.8545369,0.7070012,0.86469287,0.7045338,0.74067765,0.7265251,0.59437346,0.8026364,0.8703232,0.5931047,0.69958586,0.74859154,0.86018205,0.7764324,0.8319414,0.5720207,0.8751975,0.80561197,0.83826727,0.8011846,0.5403459,0.7175355,0.6853257,0.7414551,0.81335855,0.71201825,0.74672407,0.84270555,0.83595675,0.7615898,0.71660966,0.75661033,0.77776575,0.71947074,0.78530765,0.84899324,0.5901704,0.8452776,0.8246312,0.6683309,0.8632502,0.75565565,0.8452456,0.8280834,0.7553678,0.79223907,0.3539127,0.82637143,0.7827394,0.8401144,0.6402248,0.8478503,0.7833026,0.84527117,0.79207003,0.6868217,0.689175,0.86530375,0.75268865,0.8563684,0.8055793,0.7286151,0.8102283,0.558223,0.7792836,0.8000063,0.55129933,0.69395196,0.5405127,0.8553921,0.63293785,0.78873914,0.7270507
X-1290,0.76944214,0.65035444,0.84069145,0.7507801,0.5807304,0.86234874,0.6557071,0.6902318,0.82788694,0.8586011,0.7338788,0.6763703,0.8623853,0.83957374,0.7250537,0.45861137,0.87510604,0.7426426,0.83206064,0.75155306,0.8381781,0.7509006,0.8871772,0.76709944,0.7703754,0.7403779,0.765569,0.8154028,0.74956053,0.7071875,0.7491196,0.8004177,0.7212628,0.80231786,0.8000984,0.82652146,0.850572,0.8362114,0.7450351,0.56270677,0.79274046,0.80836034,0.72874343,0.86603755,0.77332795,0.8001159,0.815969,0.8355352,0.83177096,0.61367726,0.5317427,0.6423955,0.7419194,0.7598631,0.7481231,0.8401949,0.8807539,0.8842037,0.7115215,0.61764735,0.8142826,0.7447793,0.79296035,0.88090795,0.6660282,0.844768,0.8799594,0.7262903,0.8591433,0.715493,0.89264816,0.8238808,0.8749877,0.8535752,0.7025773,0.8948465,0.674763,0.8251613,0.78364545,0.87797266,0.77890295,0.6585255,0.8449768,0.7081402,0.89690673,0.71100503,0.8736883,0.79295075,0.73668176,0.8751904,0.85128665,0.82355726,0.8361357,0.87399536,0.73436236,0.83329606,0.8967574,0.84552157,0.85052377,0.7695291,0.8673538,0.7050745,0.885109,0.85631526,0.848452,0.8184362,0.8215474,0.86383057,0.88220954,0.6622446,0.5135507,0.4604805,0.64409065,0.75474656,0.77092624,0.85991883,0.8473153,0.696335,0.6423215,0.8123037,0.68663317,0.6323071,0.7686065,0.6996765,0.7982776,0.8514412,0.8068343,0.88991547,0.7394723,0.88071746,0.71350974,0.7191334,0.73778486,0.5774241,0.8197362,0.87813544,0.4858303,0.7148563,0.7646395,0.8972143,0.7886925,0.8572316,0.5328527,0.8807613,0.84037185,0.8800276,0.82074225,0.5144266,0.77093184,0.6946273,0.78162223,0.8016025,0.6710039,0.7532351,0.86180556,0.85496604,0.78227997,0.71870726,0.79538226,0.8445718,0.74426323,0.782099,0.8891997,0.62842774,0.8768132,0.8380177,0.62253535,0.8998418,0.77623945,0.86606103,0.8687169,0.7899499,0.82825637,0.3374679,0.85263914,0.8150432,0.8786146,0.62370825,0.8784712,0.82881755,0.8710558,0.8199204,0.653993,0.7377483,0.885897,0.7955454,0.8828237,0.84629804,0.7819857,0.82129115,0.6659615,0.70358,0.85373217,0.54446524,0.6296707,0.5642371,0.88558,0.66466105,0.79518396,0.7363902
X-1298,0.8190638,0.7376421,0.8603779,0.8257593,0.71752006,0.891644,0.68292785,0.70266616,0.8743373,0.883576,0.83246577,0.73834985,0.9032411,0.9050678,0.73627245,0.5272975,0.8913264,0.8304248,0.87613237,0.7657626,0.8708243,0.7817947,0.9253254,0.8312441,0.8121452,0.8173618,0.77055,0.84893006,0.7915815,0.7133978,0.77149016,0.8713464,0.7729778,0.85792345,0.8589571,0.8464364,0.90625536,0.83943033,0.789032,0.6363393,0.81885546,0.8649652,0.82999986,0.9046572,0.86356133,0.8682276,0.82780343,0.8838057,0.8615834,0.70984054,0.5651947,0.77507734,0.74602026,0.84813994,0.68903893,0.86948144,0.8908173,0.92116416,0.7759536,0.6862375,0.8536649,0.7780539,0.8205049,0.914609,0.8406607,0.88745904,0.9110483,0.80245775,0.84989655,0.7299616,0.9197447,0.87264717,0.9092243,0.86686236,0.7820982,0.91430825,0.7295766,0.836316,0.77149546,0.8804543,0.7993892,0.720686,0.8585042,0.7602718,0.9268755,0.8657881,0.9053657,0.77944535,0.7736726,0.832952,0.8879247,0.8774809,0.87487966,0.9083299,0.7200531,0.8788417,0.9403932,0.88276786,0.89257085,0.82175845,0.8924127,0.7793928,0.89844126,0.8766989,0.86337435,0.85273033,0.89762115,0.8857244,0.89670664,0.7437812,0.6468179,0.5450277,0.72911036,0.8198665,0.84965575,0.86683536,0.8435479,0.74108964,0.67357093,0.83551997,0.6609255,0.6922596,0.8562222,0.75771284,0.82240176,0.9007239,0.8634262,0.9009968,0.7118037,0.9087557,0.78889626,0.7682518,0.7981221,0.64186555,0.8434724,0.9100595,0.6234539,0.71533877,0.76470155,0.89240515,0.81508416,0.90152025,0.506073,0.9254303,0.87907785,0.9054604,0.8320203,0.5721969,0.8187995,0.7541996,0.866472,0.874111,0.7238069,0.7472215,0.88785416,0.8910444,0.7724471,0.79910547,0.8166621,0.8398309,0.76398146,0.82723314,0.9132947,0.6429414,0.9070074,0.8914348,0.69224167,0.91965264,0.8208392,0.8873214,0.87662905,0.8049567,0.86495215,0.2781524,0.8771586,0.8373226,0.9018253,0.7178372,0.9103056,0.8448437,0.924111,0.84822893,0.7312849,0.8230674,0.927767,0.81715363,0.91751295,0.87643653,0.8101201,0.84460306,0.62462944,0.73659164,0.89529455,0.6173831,0.7503772,0.71275693,0.9101408,0.79899275,0.86787474,0.7639797
X-1303,0.73286384,0.6316243,0.7901423,0.69606364,0.56587934,0.81953675,0.6116674,0.6381418,0.78904045,0.84190637,0.69705427,0.6314858,0.8243239,0.8110411,0.69113517,0.46008286,0.84097266,0.6874708,0.77060133,0.70638716,0.8036456,0.71421874,0.8555807,0.73957586,0.7060462,0.7108139,0.7296361,0.76411444,0.7218066,0.67443067,0.75196993,0.7663913,0.68981653,0.7640747,0.76159644,0.7977371,0.82505256,0.78241557,0.711783,0.566427,0.73791623,0.7731565,0.6866999,0.8171237,0.7124584,0.7586127,0.7687457,0.8066358,0.7820186,0.59364927,0.51791364,0.6258549,0.70476943,0.73316973,0.70629483,0.78849447,0.8322742,0.84701425,0.69009286,0.5928894,0.7787037,0.70831007,0.77067846,0.8466614,0.6093918,0.8052437,0.8289926,0.6950583,0.8254506,0.6958983,0.8542496,0.7772637,0.83088094,0.7885411,0.680361,0.8550592,0.6447933,0.7902451,0.74751455,0.83860976,0.74103737,0.63882893,0.79545873,0.6733933,0.8593049,0.6631201,0.8421463,0.74952835,0.6982158,0.82583976,0.813917,0.7898536,0.8069371,0.83137596,0.71382296,0.7862242,0.8629343,0.804358,0.80839914,0.7373284,0.8316828,0.65000635,0.8513585,0.7964459,0.7951091,0.76110184,0.77707434,0.8413214,0.83932084,0.63572603,0.52834135,0.50529,0.645762,0.71560395,0.720722,0.81714594,0.79952574,0.68335253,0.64195764,0.7769976,0.6526039,0.62682074,0.72922957,0.6510097,0.75469977,0.82012314,0.7762997,0.8471653,0.69847643,0.8526571,0.6934277,0.68291175,0.70762694,0.57360625,0.7783593,0.84891623,0.48774242,0.6603846,0.7351001,0.8549109,0.74545854,0.8291236,0.5207395,0.853013,0.8092749,0.840933,0.77991414,0.48434693,0.7330165,0.6763259,0.730614,0.75884175,0.6324774,0.7203408,0.8301107,0.8202188,0.74874914,0.7009033,0.75782603,0.7921996,0.71311194,0.7599893,0.85599726,0.606113,0.85090303,0.8024925,0.5944849,0.8658267,0.73267,0.83189315,0.8315737,0.7656813,0.8029414,0.3644188,0.8195063,0.7671547,0.8423474,0.6081023,0.83586234,0.7912857,0.83654845,0.77162963,0.63290906,0.69308037,0.8516218,0.7484362,0.8518625,0.79180646,0.72062767,0.7898432,0.50241274,0.6621574,0.80729806,0.54513747,0.6616361,0.5814828,0.8502374,0.6831063,0.75165296,0.6920046
X-1317,0.6520478,0.61473,0.7182263,0.6801428,0.57532907,0.7086672,0.6143747,0.61678225,0.7407284,0.740593,0.64703965,0.57927823,0.7232705,0.69676363,0.63665724,0.50648385,0.6945822,0.6322717,0.6945395,0.6638726,0.70264727,0.6523152,0.7512783,0.6372155,0.6861023,0.61672395,0.67089427,0.7065547,0.6343593,0.60893595,0.6298893,0.6536301,0.5952918,0.70180464,0.62959653,0.71334,0.7281879,0.7212894,0.6697522,0.5489653,0.6822551,0.71694547,0.6315769,0.70680815,0.64421105,0.6517233,0.6829187,0.6974917,0.7199219,0.58296824,0.55276793,0.59377766,0.6242173,0.645317,0.59886914,0.6934612,0.7338283,0.7480006,0.65470624,0.58501416,0.69257116,0.6437089,0.6923032,0.72718513,0.5389067,0.673068,0.7346068,0.6378262,0.7464592,0.60978734,0.7367709,0.6847253,0.7318124,0.7052004,0.6087019,0.75042826,0.5930332,0.6672327,0.6845199,0.7374023,0.66147965,0.5837032,0.709614,0.64681023,0.7475369,0.60458326,0.7545084,0.68472123,0.6622708,0.7548142,0.71596754,0.7189562,0.6777321,0.7272597,0.6460334,0.6850502,0.7479434,0.7268712,0.7105396,0.6765245,0.73761106,0.6482711,0.74717003,0.6985075,0.7054444,0.6716649,0.68575567,0.73217857,0.752221,0.61360204,0.5360865,0.528453,0.6167766,0.62178314,0.62853676,0.7364952,0.7222555,0.6809963,0.59984756,0.68853736,0.60650957,0.5911577,0.6351372,0.6245026,0.6779474,0.73127,0.69522196,0.7664599,0.6884792,0.7529965,0.61333907,0.6340856,0.64438444,0.5575703,0.69592613,0.74445015,0.58065987,0.6398993,0.6761211,0.74869674,0.68550944,0.7405314,0.5300329,0.75183624,0.71016014,0.72402793,0.70750123,0.508208,0.63613933,0.5960711,0.65041304,0.7129066,0.6375892,0.6702333,0.73183924,0.7350211,0.69100875,0.64138603,0.6718052,0.7007334,0.64796853,0.68935645,0.7429033,0.5594126,0.7537708,0.7155888,0.57145196,0.75310516,0.66963714,0.7330818,0.7354914,0.6608331,0.69152796,0.39730343,0.6951477,0.69387764,0.7221108,0.5839336,0.7217478,0.67642546,0.7347565,0.7044653,0.6279473,0.6300032,0.73452914,0.6659107,0.743581,0.7252289,0.66857386,0.72156143,0.645158,0.622292,0.7243089,0.48955628,0.56643724,0.50173515,0.74232817,0.52489716,0.6933395,0.6536851
